Ï,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
11288,11289,1768,WI-00013,BARABOO,53913,SAUK,WI,413513,356768,56745,218000,198400,19600
11288,11289,1768,WI-00013,BARNEVELD,53507,IOWA,WI,44488,21013,23475,40500,17000,23500
11288,11289,1768,WI-00013,BAYSIDE,53217,MILWAUKEE,WI,19663,11963,7700,16600,8900,7700
11288,11289,1768,WI-00013,BEAVER DAM,53916,DODGE,WI,214320,178520,35800,113000,83200,29800
11288,11289,1768,WI-00013,BEETOWN,53802,GRANT,WI,17482,17482,0,0,0,0
11288,11289,1768,WI-00013,BELGIUM,53004,OZAUKEE,WI,33281,22206,11075,22900,11800,11100
11288,11289,1768,WI-00013,BELLEVILLE,53508,DANE,WI,7025,7025,0,0,0,0
11288,11289,1768,WI-00013,BELLEVILLE,53508,GREEN,WI,39739,39739,0,32500,32500,0
11288,11289,1768,WI-00013,BELOIT,53511,ROCK,WI,161311,147727,13584,99100,88600,10500
11288,11289,1768,WI-00013,BERLIN,54923,GREEN LAKE,WI,79294,64344,14950,71600,50800,14900
11288,11289,1768,WI-00013,BIG BEND,53103,WAUKESHA,WI,98051,62116,35935,13700,11900,1800
11288,11289,1768,WI-00013,BLANCHARDVILLE,53516,DANE,WI,7575,6750,825,5300,4500,800
11288,11289,1768,WI-00013,BLOOMINGTON,53804,GRANT,WI,50096,49271,825,7400,7400,0
11288,11289,1768,WI-00013,BOSCOBEL,53805,GRANT,WI,82953,70578,12375,75000,62600,12400
11288,11289,1768,WI-00013,BRANDON,53919,FOND DU LAC,WI,133831,106661,27170,117200,90000,27200
11288,11289,1768,WI-00013,BRILLION,54110,CALUMET,WI,6225,4850,1375,0,0,0
11288,11289,1768,WI-00013,BRODHEAD,53520,GREEN,WI,235340,182327,53013,188900,153000,30000
11288,11289,1768,WI-00013,BRODHEAD,53520,ROCK,WI,21060,21060,0,11600,11600,0
11288,11289,1768,WI-00013,BROOKFIELD,53005,WAUKESHA,WI,910072,671442,238630,647400,451700,195700
11288,11289,1768,WI-00013,BROOKFIELD,53045,WAUKESHA,WI,287751,213176,74575,213100,154200,58900
11288,11289,1768,WI-00013,BROOKLYN,53521,GREEN,WI,40187,36987,3200,18300,18300,0
11288,11289,1768,WI-00013,BROWN DEER,53209,MILWAUKEE,WI,9513,7628,1885,0,0,0
11288,11289,1768,WI-00013,BROWN DEER,53223,MILWAUKEE,WI,358520,229145,129375,264000,139600,124400
11288,11289,1768,WI-00013,BROWNTOWN,53522,GREEN,WI,13513,13063,450,10000,10000,0
11288,11289,1768,WI-00013,BURLINGTON,53105,KENOSHA,WI,5888,4288,1600,0,0,0
11288,11289,1768,WI-00013,BURLINGTON,53105,RACINE,WI,38726,26101,12625,22900,15900,7000
11288,11289,1768,WI-00013,BURLINGTON,53105,WALWORTH,WI,18526,18526,0,0,0,0
11288,11289,1768,WI-00013,BURNETT,53922,DODGE,WI,10747,7072,3675,0,0,0
11288,11289,1768,WI-00013,CALEDONIA,53108,RACINE,WI,93055,51760,41295,59200,19300,39900
11288,11289,1768,WI-00013,CAMBRIA,53923,COLUMBIA,WI,232135,201985,30150,41600,36300,5300
11288,11289,1768,WI-00013,CAMBRIDGE,53523,DANE,WI,54484,27359,27125,53000,25900,27100
11288,11289,1768,WI-00013,CAMBRIDGE,53523,JEFFERSON,WI,81276,63526,17750,44700,29000,15700
11288,11289,1768,WI-00013,CAMP DOUGLAS,54618,JUNEAU,WI,26090,23740,2350,18300,15900,2400
11288,11289,1768,WI-00013,CAMPBELLSPORT,53010,FOND DU LAC,WI,81469,63169,18300,40300,30600,9700
11288,11289,1768,WI-00013,CAMPBELLSPORT,53010,WASHINGTON,WI,27772,27772,0,27800,27800,0
11288,11289,1768,WI-00013,CASSVILLE,53806,GRANT,WI,24260,23810,450,23200,22800,400
11288,11289,1768,WI-00013,CAZENOVIA,53924,RICHLAND,WI,87785,86885,900,77800,76900,900
11288,11289,1768,WI-00013,CEDAR GROVE,53013,SHEBOYGAN,WI,11098,11098,0,0,0,0
11288,11289,1768,WI-00013,CEDARBURG,53012,OZAUKEE,WI,4950,0,4950,5000,0,5000
11288,11289,1768,WI-00013,CHASEBURG,54621,VERNON,WI,7399,7399,0,7300,7300,0
11288,11289,1768,WI-00013,COBB,53526,IOWA,WI,25019,22844,2175,0,0,0
11288,11289,1768,WI-00013,COLUMBUS,53925,COLUMBIA,WI,1288690,916280,372410,755400,509000,246400
11288,11289,1768,WI-00013,COLUMBUS,53925,DODGE,WI,140905,70440,70465,30600,14800,15800
11288,11289,1768,WI-00013,COON VALLEY,54623,LA CROSSE,WI,4611,4611,0,0,0,0
11288,11289,1768,WI-00013,COON VALLEY,54623,VERNON,WI,27335,22885,4450,0,0,0
11288,11289,1768,WI-00013,COTTAGE GROVE,53527,DANE,WI,103386,77311,26075,69700,51000,18700
11288,11289,1768,WI-00013,CROSS PLAINS,53528,DANE,WI,12291,12291,0,0,0,0
11288,11289,1768,WI-00013,CUBA CITY,53807,GRANT,WI,4562,4562,0,0,0,0
11288,11289,1768,WI-00013,CUDAHY,53110,MILWAUKEE,WI,277249,183929,93320,171300,114700,55200
11288,11289,1768,WI-00013,DALTON,53926,COLUMBIA,WI,11449,7474,3975,0,0,0
11288,11289,1768,WI-00013,DALTON,53926,GREEN LAKE,WI,30456,24706,5750,14000,14000,0
11288,11289,1768,WI-00013,DARIEN,53114,WALWORTH,WI,41560,10585,30975,0,0,0
11288,11289,1768,WI-00013,DE FOREST,53532,COLUMBIA,WI,12951,7526,5425,11500,6100,5400
11288,11289,1768,WI-00013,DE FOREST,53532,DANE,WI,181343,167513,13830,144900,131500,13400
11288,11289,1768,WI-00013,DE SOTO,54624,VERNON,WI,5648,5648,0,2200,2200,0
11288,11289,1768,WI-00013,DELAFIELD,53018,WAUKESHA,WI,78492,64767,13725,58900,45900,13000
11288,11289,1768,WI-00013,DELAVAN,53115,WALWORTH,WI,13123,8763,4360,0,0,0
11288,11289,1768,WI-00013,DENMARK,54208,MANITOWOC,WI,11802,6877,4925,9900,5900,4000
11288,11289,1768,WI-00013,DICKEYVILLE,53808,GRANT,WI,20522,16897,3625,5400,4000,1400
11288,11289,1768,WI-00013,DOUSMAN,53118,JEFFERSON,WI,105828,81853,23975,100300,76300,24000
11288,11289,1768,WI-00013,DOUSMAN,53118,WAUKESHA,WI,34835,22135,12700,5200,500,4700
11288,11289,1768,WI-00013,DOYLESTOWN,53928,COLUMBIA,WI,15688,15688,0,0,0,0
11288,11289,1768,WI-00013,EAST TROY,53120,WALWORTH,WI,86424,70774,15650,42600,42600,0
11288,11289,1768,WI-00013,EDGERTON,53534,DANE,WI,244659,192739,51920,149100,117300,31800
11288,11289,1768,WI-00013,EDGERTON,53534,JEFFERSON,WI,21702,13902,7800,14000,10000,4000
11288,11289,1768,WI-00013,EDGERTON,53534,ROCK,WI,1154518,823495,331023,719500,564900,154600
11288,11289,1768,WI-00013,ELDORADO,54932,FOND DU LAC,WI,56685,42310,14375,0,0,0
11288,11289,1768,WI-00013,ELKHORN,53121,WALWORTH,WI,134265,109315,24950,22100,21900,200
11288,11289,1768,WI-00013,ELM GROVE,53122,WAUKESHA,WI,117939,93429,24510,35600,31100,4500
11288,11289,1768,WI-00013,ELROY,53929,JUNEAU,WI,219354,153609,65745,75700,65900,9800
11288,11289,1768,WI-00013,EVANSVILLE,53536,ROCK,WI,13947,13947,0,0,0,0
11288,11289,1768,WI-00013,FAIRWATER,53931,FOND DU LAC,WI,47024,35399,11625,46000,34400,11600
11288,11289,1768,WI-00013,FALL RIVER,53932,COLUMBIA,WI,52636,46246,6390,43800,39100,4700
11288,11289,1768,WI-00013,FENNIMORE,53806,GRANT,WI,23532,23532,0,0,0,0
11288,11289,1768,WI-00013,FENNIMORE,53809,GRANT,WI,106616,83086,23530,43000,37500,5500
11288,11289,1768,WI-00013,FITCHBURG,53711,DANE,WI,41735,28285,13450,36100,28200,7900
11288,11289,1768,WI-00013,FOND DU LAC,54935,FOND DU LAC,WI,5913855,3983401,1930454,3181700,2006800,1174900
11288,11289,1768,WI-00013,FOND DU LAC,54937,FOND DU LAC,WI,116334,93534,22800,15100,9300,5800
11288,11289,1768,WI-00013,FOOTVILLE,53537,ROCK,WI,41741,32891,8850,28000,20800,7200
11288,11289,1768,WI-00013,FORT ATKINSON,53538,JEFFERSON,WI,4035803,2818038,1217765,1562900,1012000,547100
11288,11289,1768,WI-00013,FOX LAKE,53933,DODGE,WI,226269,99689,126580,84200,39100,45100
11288,11289,1768,WI-00013,FOX POINT,53217,MILWAUKEE,WI,25547,17547,8000,0,0,0
11288,11289,1768,WI-00013,FRANKLIN,53132,MILWAUKEE,WI,393318,317583,75735,63800,38000,25800
11288,11289,1768,WI-00013,FREDONIA,53021,OZAUKEE,WI,70608,56048,14560,32700,22200,10500
11288,11289,1768,WI-00013,FREDONIA,53021,WASHINGTON,WI,8056,8056,0,0,0,0
11288,11289,1768,WI-00013,FRIESLAND,53935,COLUMBIA,WI,23260,7860,15400,22700,7300,15400
11288,11289,1768,WI-00013,GAYS MILLS,54631,CRAWFORD,WI,175230,121130,54100,7800,0,7800
11288,11289,1768,WI-00013,GENESEE DEPOT,53127,WAUKESHA,WI,39645,39645,0,30200,30200,0
11288,11289,1768,WI-00013,GENOA,54632,VERNON,WI,19733,18633,1100,19800,18700,1100
11288,11289,1768,WI-00013,GERMANTOWN,53022,WASHINGTON,WI,168633,116033,52600,82600,42600,40000
11288,11289,1768,WI-00013,GLENDALE,53209,MILWAUKEE,WI,55699,48149,7550,14000,14000,0
11288,11289,1768,WI-00013,GLENDALE,53217,MILWAUKEE,WI,150003,123573,26430,82300,61500,20800
11288,11289,1768,WI-00013,GREEN LAKE,54941,GREEN LAKE,WI,77702,62552,15150,49700,35600,14100
11288,11289,1768,WI-00013,GREENDALE,53129,MILWAUKEE,WI,661211,438996,222215,321300,198900,122400
11288,11289,1768,WI-00013,GREENFIELD,53220,MILWAUKEE,WI,241694,207194,34500,142100,122400,19700
11288,11289,1768,WI-00013,GREENFIELD,53221,MILWAUKEE,WI,200851,140861,59990,111400,82600,28800
11288,11289,1768,WI-00013,GREENFIELD,53228,MILWAUKEE,WI,202289,148224,54065,93500,59600,33900
11288,11289,1768,WI-00013,HALES CORNERS,53130,MILWAUKEE,WI,100307,47447,52860,26800,15100,11700
11288,11289,1768,WI-00013,HARTFORD,53027,DODGE,WI,2536,2536,0,0,0,0
11288,11289,1768,WI-00013,HARTFORD,53027,WASHINGTON,WI,364806,288971,75835,130700,83400,47300
11288,11289,1768,WI-00013,HARTLAND,53029,WAUKESHA,WI,24281,17056,7225,21500,14300,7200
11288,11289,1768,WI-00013,HELENVILLE,53137,JEFFERSON,WI,9792,9792,0,0,0,0
11288,11289,1768,WI-00013,HIGHLAND,53543,IOWA,WI,42347,40972,1375,41200,39800,1400
11288,11289,1768,WI-00013,HILBERT,54129,CALUMET,WI,33628,22828,10800,19000,9900,9100
11288,11289,1768,WI-00013,HILLPOINT,53937,SAUK,WI,6459,2459,4000,0,0,0
11288,11289,1768,WI-00013,HILLSBORO,54634,RICHLAND,WI,13252,12127,1125,9500,8400,1100
11288,11289,1768,WI-00013,HILLSBORO,54634,VERNON,WI,218230,176680,41550,133900,121500,12400
11288,11289,1768,WI-00013,HORICON,53032,DODGE,WI,9450,7450,2000,2500,1500,1000
11288,11289,1768,WI-00013,HOWARDS GROVE,53083,SHEBOYGAN,WI,46311,31186,15125,14000,14000,0
11288,11289,1768,WI-00013,HUBERTUS,53033,WASHINGTON,WI,31933,26933,5000,20100,15100,5000
11288,11289,1768,WI-00013,HUSTISFORD,53034,DODGE,WI,13485,8660,4825,13500,8700,4800
11288,11289,1768,WI-00013,IXONIA,53036,DODGE,WI,13250,12450,800,0,0,0
11288,11289,1768,WI-00013,JANESVILLE,53545,ROCK,WI,475503,399578,75925,80800,70800,10000
11288,11289,1768,WI-00013,JANESVILLE,53546,ROCK,WI,974431,640061,334370,327100,225500,101600
11288,11289,1768,WI-00013,JANESVILLE,53548,ROCK,WI,796607,506167,290440,394000,210600,183400
11288,11289,1768,WI-00013,JEFFERSON,53549,JEFFERSON,WI,1179968,868648,311320,781800,552000,229800
11288,11289,1768,WI-00013,JOHNSON CREEK,53038,JEFFERSON,WI,182980,120855,62125,100500,60500,40000
11288,11289,1768,WI-00013,JUDA,53550,GREEN,WI,24643,18743,5900,10600,8600,2000
11288,11289,1768,WI-00013,JUNEAU,53039,DODGE,WI,182524,148794,33730,99500,82900,16600
11288,11289,1768,WI-00013,KENDALL,54638,MONROE,WI,6991,5891,1100,0,0,0
11288,11289,1768,WI-00013,KENOSHA,53140,KENOSHA,WI,12825,5755,7070,11800,4700,7100
11288,11289,1768,WI-00013,KEWASKUM,53040,WASHINGTON,WI,20461,12611,7850,14000,10200,3800
11288,11289,1768,WI-00013,KIEL,53042,MANITOWOC,WI,84822,61142,23680,38000,27100,10900
11288,11289,1768,WI-00013,KOHLER,53044,SHEBOYGAN,WI,4696,1696,3000,0,0,0
11288,11289,1768,WI-00013,LA CROSSE,54601,LA CROSSE,WI,20512,20162,350,19800,19400,400
11288,11289,1768,WI-00013,LA FARGE,54639,VERNON,WI,263158,201073,62085,187400,125500,61900
11288,11289,1768,WI-00013,LA VALLE,53941,SAUK,WI,216542,157132,59410,94900,59300,35600
11288,11289,1768,WI-00013,LAKE DELTON,53940,SAUK,WI,486424,388424,98000,240000,200000,40000
11288,11289,1768,WI-00013,LAKE GENEVA,53147,WALWORTH,WI,6721,6221,500,0,0,0
11288,11289,1768,WI-00013,LAKE MILLS,53551,JEFFERSON,WI,21288,20288,1000,0,0,0
11288,11289,1768,WI-00013,LANCASTER,53813,GRANT,WI,290374,264674,25700,151200,135000,16200
11288,11289,1768,WI-00013,LANNON,53046,WAUKESHA,WI,27848,27248,600,26200,25600,600
11288,11289,1768,WI-00013,LINDEN,53553,IOWA,WI,23812,19716,4096,11300,7300,4000
11288,11289,1768,WI-00013,LIVINGSTON,53554,GRANT,WI,43620,37200,6420,0,0,0
11288,11289,1768,WI-00013,LODI,53555,COLUMBIA,WI,127452,101417,26035,47400,46100,1300
11288,11289,1768,WI-00013,LOGANVILLE,53943,SAUK,WI,19402,17552,1850,14000,14000,0
11288,11289,1768,WI-00013,LONE ROCK,53556,RICHLAND,WI,391266,315026,76240,216500,168600,47900
11288,11289,1768,WI-00013,LONE ROCK,53556,SAUK,WI,164182,142782,21400,36200,28000,8200
11288,11289,1768,WI-00013,LYNDON STATION,53944,JUNEAU,WI,79692,70973,8719,76700,67900,8800
11288,11289,1768,WI-00013,MADISON,53704,DANE,WI,339471,297651,41820,182000,164900,17100
11288,11289,1768,WI-00013,MADISON,53705,DANE,WI,53303,37528,15775,50500,36100,14400
11288,11289,1768,WI-00013,MADISON,53711,DANE,WI,53512,42587,10925,2600,2600,0
11288,11289,1768,WI-00013,MADISON,53713,DANE,WI,43517,32017,11500,12500,12500,0
11288,11289,1768,WI-00013,MADISON,53714,DANE,WI,45635,35885,9750,39700,29900,9800
11288,11289,1768,WI-00013,MADISON,53715,DANE,WI,12010,7010,5000,0,0,0
11288,11289,1768,WI-00013,MADISON,53716,DANE,WI,135049,114949,20100,32700,20200,12500
11288,11289,1768,WI-00013,MADISON,53718,DANE,WI,127309,95909,31400,90900,59500,31400
11288,11289,1768,WI-00013,MADISON,53719,DANE,WI,23952,20472,3480,19800,16300,3500
11288,11289,1768,WI-00013,MALONE,53049,FOND DU LAC,WI,24748,16623,8125,20000,11900,8100
11288,11289,1768,WI-00013,MANITOWOC,54220,MANITOWOC,WI,26108,26108,0,0,0,0
11288,11289,1768,WI-00013,MARKESAN,53946,GREEN LAKE,WI,123632,90432,33200,80300,47600,32700
11288,11289,1768,WI-00013,MARSHALL,53559,DANE,WI,220455,181005,39450,76900,72200,4700
11288,11289,1768,WI-00013,MAUSTON,53948,JUNEAU,WI,52955,51305,1650,28500,28000,500
11288,11289,1768,WI-00013,MAYVILLE,53050,DODGE,WI,58646,41396,17250,6200,6200,0
11288,11289,1768,WI-00013,MENASHA,54952,WINNEBAGO,WI,15816,15816,0,8100,8100,0
11288,11289,1768,WI-00013,MENOMONEE FALLS,53051,WAUKESHA,WI,173102,127027,46075,103500,70900,32600
11288,11289,1768,WI-00013,MEQUON,53092,OZAUKEE,WI,82522,68737,13785,24500,18900,5600
11288,11289,1768,WI-00013,MEQUON,53097,OZAUKEE,WI,93247,67127,26120,64500,38400,26100
11288,11289,1768,WI-00013,MILTON,53563,JEFFERSON,WI,243459,174259,69200,63800,23800,40000
11288,11289,1768,WI-00013,MILTON,53563,ROCK,WI,406110,327435,78675,188200,151700,36500
11288,11289,1768,WI-00013,MILWAUKEE,53202,MILWAUKEE,WI,1550,0,1550,0,0,0
11288,11289,1768,WI-00013,MILWAUKEE,53204,MILWAUKEE,WI,13953,6953,7000,10200,3200,7000
11288,11289,1768,WI-00013,MILWAUKEE,53205,MILWAUKEE,WI,82659,64309,18350,44500,34500,10000
11288,11289,1768,WI-00013,MILWAUKEE,53206,MILWAUKEE,WI,144208,115393,28815,29000,25200,3800
11288,11289,1768,WI-00013,MILWAUKEE,53207,MILWAUKEE,WI,322076,227406,94670,190400,134000,56400
11288,11289,1768,WI-00013,MILWAUKEE,53208,MILWAUKEE,WI,156231,109131,47100,35900,19100,16800
11288,11289,1768,WI-00013,MILWAUKEE,53209,MILWAUKEE,WI,1101978,747098,354880,422800,285700,137100
11288,11289,1768,WI-00013,MILWAUKEE,53210,MILWAUKEE,WI,349047,234147,114900,82900,48000,34900
11288,11289,1768,WI-00013,MILWAUKEE,53211,MILWAUKEE,WI,50906,26681,24225,10000,5400,4600
11288,11289,1768,WI-00013,MILWAUKEE,53212,MILWAUKEE,WI,79396,66121,13275,14500,8500,6000
11288,11289,1768,WI-00013,MILWAUKEE,53213,MILWAUKEE,WI,19594,12369,7225,10000,4700,5300
11288,11289,1768,WI-00013,MILWAUKEE,53214,MILWAUKEE,WI,17397,11672,5725,4100,1700,2400
11288,11289,1768,WI-00013,MILWAUKEE,53215,MILWAUKEE,WI,60292,26312,33980,42700,10200,32500
11288,11289,1768,WI-00013,MILWAUKEE,53216,MILWAUKEE,WI,1777865,1205412,572453,722900,462500,260400
11288,11289,1768,WI-00013,MILWAUKEE,53217,MILWAUKEE,WI,50942,47842,3100,32900,30900,2000
11288,11289,1768,WI-00013,MILWAUKEE,53218,MILWAUKEE,WI,1433821,946596,487225,649300,426500,222800
11288,11289,1768,WI-00013,MILWAUKEE,53219,MILWAUKEE,WI,182430,90320,92110,69900,26100,43800
11288,11289,1768,WI-00013,MILWAUKEE,53220,MILWAUKEE,WI,441721,297171,144550,249200,172500,76700
11288,11289,1768,WI-00013,MILWAUKEE,53221,MILWAUKEE,WI,956932,722837,234095,511900,385200,126700
11288,11289,1768,WI-00013,MILWAUKEE,53222,MILWAUKEE,WI,430121,327281,102840,212200,169700,42500
11288,11289,1768,WI-00013,MILWAUKEE,53223,MILWAUKEE,WI,285412,187857,97555,132800,84100,48700
11288,11289,1768,WI-00013,MILWAUKEE,53224,MILWAUKEE,WI,55363,50363,5000,21400,19200,2200
11288,11289,1768,WI-00013,MILWAUKEE,53225,MILWAUKEE,WI,504910,364203,140707,248100,166900,81200
11288,11289,1768,WI-00013,MILWAUKEE,53226,MILWAUKEE,WI,18013,10788,7225,13200,6000,7200
11288,11289,1768,WI-00013,MILWAUKEE,53227,MILWAUKEE,WI,178688,137088,41600,52400,19400,33000
11288,11289,1768,WI-00013,MILWAUKEE,53228,MILWAUKEE,WI,90928,67428,23500,40300,23100,17200
11288,11289,1768,WI-00013,MONONA,53716,DANE,WI,219094,190379,28715,98200,84100,14100
11288,11289,1768,WI-00013,MONROE,53566,GREEN,WI,40951,37076,3875,38000,34200,3800
11288,11289,1768,WI-00013,MONTELLO,53949,MARQUETTE,WI,341805,263705,78100,296300,216600,60500
11288,11289,1768,WI-00013,MONTFORT,53569,GRANT,WI,38644,38444,200,38300,38100,200
11288,11289,1768,WI-00013,MONTICELLO,53570,GREEN,WI,22832,17682,5150,7600,5100,2500
11288,11289,1768,WI-00013,MORRISONVILLE,53571,DANE,WI,203504,149979,53525,36100,13400,22700
11288,11289,1768,WI-00013,MOUNT CALVARY,53057,FOND DU LAC,WI,5082,5082,0,3700,3700,0
11288,11289,1768,WI-00013,MOUNT HOPE,53816,GRANT,WI,32241,32241,0,0,0,0
11288,11289,1768,WI-00013,MUKWONAGO,53149,WAUKESHA,WI,263130,187845,75285,181900,126600,55300
11288,11289,1768,WI-00013,MUSCODA,53573,GRANT,WI,110523,94773,15750,80300,64600,15700
11288,11289,1768,WI-00013,MUSCODA,53573,RICHLAND,WI,14186,14186,0,0,0,0
11288,11289,1768,WI-00013,MUSKEGO,53150,WAUKESHA,WI,569867,471567,98300,285900,248400,37500
11288,11289,1768,WI-00013,NECEDAH,54646,JUNEAU,WI,15355,10415,4940,14000,9200,4800
11288,11289,1768,WI-00013,NEENAH,54956,WINNEBAGO,WI,75346,53356,21990,22800,15200,7600
11288,11289,1768,WI-00013,NEW BERLIN,53146,WAUKESHA,WI,20459,16084,4375,4400,0,4400
11288,11289,1768,WI-00013,NEW BERLIN,53151,WAUKESHA,WI,254394,225814,28580,220700,195900,24800
11288,11289,1768,WI-00013,NEW HOLSTEIN,53061,CALUMET,WI,22671,22671,0,20600,20600,0
11288,11289,1768,WI-00013,NEW HOLSTEIN,53061,FOND DU LAC,WI,39848,35773,4075,37200,33100,4100
11288,11289,1768,WI-00013,NEW LISBON,53950,JUNEAU,WI,108450,89400,19050,60300,42300,18000
11288,11289,1768,WI-00013,NEWTON,53063,MANITOWOC,WI,16294,10994,5300,9800,9800,0
11288,11289,1768,WI-00013,NORTH FOND DU LAC,54937,FOND DU LAC,WI,111115,85565,25550,101900,76400,25500
11288,11289,1768,WI-00013,NORTH FREEDOM,53951,SAUK,WI,482056,383456,98600,292900,217400,75500
11288,11289,1768,WI-00013,NORTH LEEDS,53571,COLUMBIA,WI,8011,8011,0,7400,7400,0
11288,11289,1768,WI-00013,NORTH PRAIRIE,53153,WAUKESHA,WI,15976,8126,7850,12800,4900,7900
11288,11289,1768,WI-00013,OAK CREEK,53154,MILWAUKEE,WI,662195,494520,167675,304800,238000,66800
11288,11289,1768,WI-00013,OAKFIELD,53065,FOND DU LAC,WI,38910,34210,4700,26400,21700,4700
11288,11289,1768,WI-00013,OCONOMOWOC,53066,JEFFERSON,WI,27304,20254,7050,20100,13100,7000
11288,11289,1768,WI-00013,OCONOMOWOC,53066,WAUKESHA,WI,2058929,1675009,383920,1081200,835500,242600
11288,11289,1768,WI-00013,OKAUCHEE,53069,WAUKESHA,WI,9858,8058,1800,7300,5500,1800
11288,11289,1768,WI-00013,OMRO,54963,WINNEBAGO,WI,11336,7761,3575,9800,6200,3600
11288,11289,1768,WI-00013,ONTARIO,54651,VERNON,WI,55535,42210,13325,15600,15600,0
11288,11289,1768,WI-00013,OOSTBURG,53070,SHEBOYGAN,WI,42684,30189,12495,8700,8700,0
11288,11289,1768,WI-00013,OREGON,53575,DANE,WI,116577,81202,35375,86000,59200,26800
11288,11289,1768,WI-00013,ORFORDVILLE,53576,ROCK,WI,40793,31173,9620,17100,15700,1400
11288,11289,1768,WI-00013,OSHKOSH,54901,WINNEBAGO,WI,1251020,882122,368898,647900,452600,195300
11288,11289,1768,WI-00013,OSHKOSH,54902,WINNEBAGO,WI,2352372,1610462,741910,1278900,812700,466200
11288,11289,1768,WI-00013,OSHKOSH,54904,WINNEBAGO,WI,395761,280511,115250,222400,152000,70400
11288,11289,1768,WI-00013,PALMYRA,53156,JEFFERSON,WI,12286,12286,0,11100,11100,0
11288,11289,1768,WI-00013,PARDEEVILLE,53954,COLUMBIA,WI,528666,414251,114415,352800,261500,90200
11288,11289,1768,WI-00013,PEWAUKEE,53072,WAUKESHA,WI,489085,405010,84075,278000,233200,44800
11288,11289,1768,WI-00013,PICKETT,54964,WINNEBAGO,WI,242966,195616,47350,237700,152400,47300
11288,11289,1768,WI-00013,PLAIN,53577,SAUK,WI,74098,72998,1100,65400,65400,0
11288,11289,1768,WI-00013,PLATTEVILLE,53818,GRANT,WI,296271,211991,84280,124400,93200,31200
11288,11289,1768,WI-00013,PLYMOUTH,53073,SHEBOYGAN,WI,128480,111855,16625,91300,76100,15200
11288,11289,1768,WI-00013,PORT WASHINGTON,53074,OZAUKEE,WI,46092,12172,33920,10400,300,10100
11288,11289,1768,WI-00013,PORTAGE,53901,COLUMBIA,WI,1004636,819521,185115,547000,420100,90600
11288,11289,1768,WI-00013,POTOSI,53820,GRANT,WI,435271,326037,109234,158900,107000,51900
11288,11289,1768,WI-00013,POYNETTE,53955,COLUMBIA,WI,97523,76348,21175,61800,53200,8600
11288,11289,1768,WI-00013,PRAIRIE DU CHIEN,53821,GRANT,WI,28984,27809,1175,0,0,0
11288,11289,1768,WI-00013,PRAIRIE DU SAC,53578,COLUMBIA,WI,1375,0,1375,0,0,0
11288,11289,1768,WI-00013,PRAIRIE DU SAC,53578,SAUK,WI,101555,74805,26750,67300,40600,26700
11288,11289,1768,WI-00013,PRINCETON,54968,GREEN LAKE,WI,18925,0,18925,19000,0,19000
11288,11289,1768,WI-00013,RACINE,53402,RACINE,WI,328837,232102,96735,127900,92300,35600
11288,11289,1768,WI-00013,RACINE,53403,RACINE,WI,6587,5037,1550,5800,4300,1500
11288,11289,1768,WI-00013,RACINE,53404,RACINE,WI,122705,76915,45790,69900,44100,25800
11288,11289,1768,WI-00013,RACINE,53405,RACINE,WI,105318,71697,33621,24100,13800,10300
11288,11289,1768,WI-00013,RACINE,53406,RACINE,WI,36622,28322,8300,36700,28400,8300
11288,11289,1768,WI-00013,RANDOLPH,53956,DODGE,WI,129595,100620,28975,89400,66200,23200
11288,11289,1768,WI-00013,RANDOM LAKE,53075,SHEBOYGAN,WI,2075,1075,1000,2100,1100,1000
11288,11289,1768,WI-00013,READSTOWN,54652,VERNON,WI,170969,125544,45425,128900,84900,44000
11288,11289,1768,WI-00013,REEDSBURG,53959,SAUK,WI,2298043,1759495,538548,1245700,859200,218500
11288,11289,1768,WI-00013,REESEVILLE,53579,DODGE,WI,344870,266645,78225,178300,132600,45700
11288,11289,1768,WI-00013,RICHLAND CENTER,53581,RICHLAND,WI,185911,163261,22650,94300,91000,3300
11288,11289,1768,WI-00013,RIO,53960,COLUMBIA,WI,220300,181231,39069,130900,117100,13800
11288,11289,1768,WI-00013,RIPON,54971,FOND DU LAC,WI,170206,134431,35775,123700,90800,32900
11288,11289,1768,WI-00013,RIVER HILLS,53217,MILWAUKEE,WI,49293,49293,0,16100,16100,0
11288,11289,1768,WI-00013,ROCK SPRINGS,53961,SAUK,WI,894779,615604,279175,578000,407000,112000
11288,11289,1768,WI-00013,ROCKLAND,54653,LA CROSSE,WI,28115,27015,1100,0,0,0
11288,11289,1768,WI-00013,RUBICON,53078,DODGE,WI,48474,45714,2760,41800,39000,2800
11288,11289,1768,WI-00013,SAINT FRANCIS,53235,MILWAUKEE,WI,20862,18862,2000,8900,8900,0
11288,11289,1768,WI-00013,SALEM,53168,KENOSHA,WI,117845,104720,13125,41000,41000,0
11288,11289,1768,WI-00013,SAUK CITY,53583,COLUMBIA,WI,5175,5175,0,3900,3900,0
11288,11289,1768,WI-00013,SAUK CITY,53583,DANE,WI,41423,38773,2650,0,0,0
11288,11289,1768,WI-00013,SAUK CITY,53583,SAUK,WI,50271,42296,7975,44400,36500,7900
